note_id	note_date	ingested	gi	pages	summary
FB37FBE3-D98C-45DA-9B48-1339DB2C5D98	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,submissions.md	backfilled from initial draft
6BE27A6F-E0C8-4B50-8C16-65D291E14E31	2026-04-03	2026-04-09	nogi	positions/06-side-control.md,positions/09-front-headlock.md	backfilled from initial draft
B7868E48-FDD9-4D16-B488-F50DDC3B2989	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/04-half-guard-top.md,submissions.md	backfilled from initial draft
386E3F52-5E6E-437B-AE0D-96D7A458568A	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md,submissions.md	backfilled from initial draft
642A2B70-0C1E-41D2-AC7B-52EA12FBC77A	2026-04-03	2026-04-09	nogi	positions/04-half-guard-top.md,positions/08-back-control.md,positions/09-front-headlock.md,positions/10-turtle.md,submissions.md	backfilled from initial draft
67D02FA4-78BF-49D9-B7F0-16A770092C24	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
56EF545A-E783-4505-9470-97D76404CDA1	2026-04-03	2026-04-09	nogi	positions/09-front-headlock.md	backfilled from initial draft
E3A64013-35A6-43C6-96FC-9A0070FB235C	2026-04-03	2026-04-09	nogi	positions/08-back-control.md	backfilled from initial draft
F2D08B2A-1656-4010-909D-F13490666FFA	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md	backfilled from initial draft
973AA441-5564-4227-AE3D-CD623F5208CC	2026-04-03	2026-04-09	nogi	positions/07-mount.md,positions/08-back-control.md,submissions.md	backfilled from initial draft
B7BA16D0-1490-4E16-8ACC-77088443566A	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/05-open-guards.md	backfilled from initial draft
C204F426-00AA-409D-B8CD-7D5BD577FE9C	2026-04-03	2026-04-09	nogi	positions/09-front-headlock.md,positions/10-turtle.md	backfilled from initial draft
87F00C7C-3BE4-4F38-A5C3-23A0B875FD91	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/07-mount.md,positions/09-front-headlock.md,submissions.md	backfilled from initial draft
A253F1F2-EB6E-4899-99F5-D2EBBE7B6C3D	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,positions/08-back-control.md,submissions.md	backfilled from initial draft
074EBAC0-8C81-47D5-B9BD-793DE5F3458E	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/04-half-guard-top.md,positions/05-open-guards.md	backfilled from initial draft
558AADDD-96A6-4074-987C-43B9FE1BD751	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,submissions.md	backfilled from initial draft
7663D960-C7A6-4DDB-B52B-77994F3F1B82	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md,positions/06-side-control.md	backfilled from initial draft
40D7B281-E577-4AF0-90A6-707986D88657	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/02-closed-guard.md,positions/04-half-guard-top.md,positions/06-side-control.md	backfilled from initial draft
2DBFBF66-A1EE-4EB5-9C15-13A6D3C0C770	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/06-side-control.md	backfilled from initial draft
3E81104D-14EF-4943-917A-67386743944D	2026-04-03	2026-04-09	nogi	positions/09-front-headlock.md,positions/10-turtle.md	backfilled from initial draft
3D839E51-9F77-4189-8686-F1FEFC0170EA	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
2AA07BBA-55D8-4448-A411-F8EDE8BDE156	2026-04-03	2026-04-09	nogi	-	backfilled; not assigned to a page in the initial draft
0E71069F-7BCC-4639-9EC6-FAC0FF8B3179	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
C6596C41-BED0-4CCB-AB20-4A59486A717A	2026-04-03	2026-04-09	nogi	positions/05-open-guards.md,positions/08-back-control.md	backfilled from initial draft
32EFA47E-7F71-4834-918D-21133D6D86BE	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,positions/08-back-control.md	backfilled from initial draft
815701A1-9A06-435A-A9D8-FE439125BB42	2026-04-03	2026-04-09	nogi	positions/07-mount.md,positions/08-back-control.md,submissions.md	backfilled from initial draft
0386E2FB-1B45-4E40-B2C2-1835F4186D75	2026-04-03	2026-04-09	nogi	positions/04-half-guard-top.md,positions/05-open-guards.md,positions/06-side-control.md	backfilled from initial draft
85954CFA-6A26-4715-A1B1-20039BE6D06F	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md	backfilled from initial draft
37C251E9-1D81-4AD2-ADE3-75429218A518	2026-04-03	2026-04-09	nogi	positions/01-foundations.md	backfilled from initial draft
E5E22353-AA95-4658-9393-04E5FD57FAA7	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md	backfilled from initial draft
10D246EE-E4C7-4B3E-9330-1D007F051FA6	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/02-closed-guard.md,submissions.md	backfilled from initial draft
455B7224-728C-4E8E-A06B-492B7151F9EC	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md,positions/05-open-guards.md,positions/06-side-control.md	backfilled from initial draft
C3B0CE9A-786B-4C8B-B092-534FF1109DE5	2026-04-03	2026-04-09	nogi	positions/06-side-control.md,positions/08-back-control.md,positions/09-front-headlock.md	backfilled from initial draft
A8F3EE99-9237-4782-8070-CD89AB6C6CB9	2026-04-03	2026-04-09	nogi	positions/07-mount.md,submissions.md	backfilled from initial draft
815A8943-A877-423C-BB6B-5D8F2B4F6214	2026-04-03	2026-04-09	nogi	submissions.md	backfilled from initial draft
F454413A-239F-4984-8C22-178F629AD7AD	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/06-side-control.md	backfilled from initial draft
163D59C8-A677-47DE-9D5C-C9CAAEC170EA	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md,submissions.md	backfilled from initial draft
3A22F22B-BF86-46D0-86AC-A420C194BE29	2026-04-03	2026-04-09	nogi	positions/09-front-headlock.md	backfilled from initial draft
F7D3E3A8-4D2E-4139-A720-D21AB28EAFF3	2026-04-03	2026-04-09	nogi	positions/06-side-control.md,positions/10-turtle.md	backfilled from initial draft
A01B1921-FFEC-4655-843F-C7E92FCC79B3	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/04-half-guard-top.md,positions/06-side-control.md,submissions.md	backfilled from initial draft
11B7AB80-B50B-4F75-BC80-613F13C384CA	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md,positions/05-open-guards.md	backfilled from initial draft
2192D353-BA3B-4195-87D7-7BA90E5962A1	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,submissions.md	backfilled from initial draft
377037C5-1E8F-4AB6-900D-35CDE0B12AB1	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/05-open-guards.md,positions/07-mount.md,positions/09-front-headlock.md	backfilled from initial draft
61E31254-A962-45C9-8805-CDBD868B594A	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/07-mount.md,submissions.md	backfilled from initial draft
9AA07401-8E7E-4372-8D21-CFFDC56D98FB	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md	backfilled from initial draft
51871ACA-D20C-40AE-8FEC-8745DB9D49EF	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/06-side-control.md,submissions.md	backfilled from initial draft
A0387EF2-F1F3-4CAD-9BA2-36D4FA4F5870	2026-04-03	2026-04-09	nogi	positions/04-half-guard-top.md,positions/05-open-guards.md,submissions.md	backfilled from initial draft
42F91D7F-B754-4816-AA99-4536FFF6F373	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
59874574-0BAB-4C12-A282-3B95D05B1C2F	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
6BFCA39C-3228-4D54-953B-197F37B5963E	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
2AF7FBE4-AFED-495F-91BB-1BB898DEF270	2026-04-03	2026-04-09	nogi	positions/08-back-control.md	backfilled from initial draft
50480001-A3EC-411D-AE06-0CDBC030CE73	2026-04-03	2026-04-09	nogi	positions/07-mount.md,positions/09-front-headlock.md	backfilled from initial draft
7F81D2EC-A2F4-4FD8-BBE4-99963673F222	2026-04-03	2026-04-09	nogi	positions/06-side-control.md,positions/08-back-control.md,submissions.md	backfilled from initial draft
610D96FE-4416-4930-9863-C401631A9A8D	2026-04-03	2026-04-09	nogi	positions/04-half-guard-top.md,positions/05-open-guards.md	backfilled from initial draft
21DA0F07-64E1-4455-902F-6D6377DC2258	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/04-half-guard-top.md,positions/05-open-guards.md,positions/06-side-control.md	backfilled from initial draft
A95D913D-B12A-439B-9426-0E5ABD847948	2026-04-03	2026-04-09	nogi	positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/05-open-guards.md,submissions.md	backfilled from initial draft
CF9755BE-C63D-4025-AE0B-7C45E9EE8ABF	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/06-side-control.md,positions/07-mount.md,positions/08-back-control.md,positions/09-front-headlock.md,submissions.md	backfilled from initial draft
ACA33BE2-7286-4271-8593-9BD6BBC2C511	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,submissions.md	backfilled from initial draft
3FD81A6C-95D6-4D14-9DB1-DC2CF791C56F	2026-04-03	2026-04-09	nogi	positions/05-open-guards.md,submissions.md	backfilled from initial draft
9C9F27CA-7C53-4FED-AB16-DB1FFBA8E27D	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/05-open-guards.md	backfilled from initial draft
8283FE29-2378-480D-B67F-CB7A18D4CC62	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/06-side-control.md,submissions.md	backfilled from initial draft
8113762B-9693-4D33-A58E-5902F0A773DB	2026-04-03	2026-04-09	nogi	positions/07-mount.md,positions/09-front-headlock.md,submissions.md	backfilled from initial draft
5F7FFCAA-0A4A-4BD6-A7FA-B9A63FEE53B4	2026-04-03	2026-04-09	nogi	positions/05-open-guards.md,submissions.md	backfilled from initial draft
65534131-A375-4F2E-BB62-CA934A86880D	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/05-open-guards.md	backfilled from initial draft
B057DB51-5E36-4DBB-9F2F-75D4F1AF4DEC	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md,positions/05-open-guards.md	backfilled from initial draft
AE5DECA2-DF48-4F01-BB78-10ADBABAB8B9	2026-04-03	2026-04-09	nogi	positions/02-closed-guard.md	backfilled from initial draft
6A5DFC7D-9E20-4360-BAA3-098ED10D1D7B	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/02-closed-guard.md,submissions.md	backfilled from initial draft
F2F0892E-05D3-4410-BF7E-205D25D45D0B	2026-04-03	2026-04-09	nogi	positions/06-side-control.md,positions/09-front-headlock.md	backfilled from initial draft
67E4A670-54D4-493B-90FD-590D47694A24	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md	backfilled from initial draft
A34DBE07-DE13-47E0-A59F-E7B607989896	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/08-back-control.md	backfilled from initial draft
091D34B1-6821-4A6D-8F78-4B28AD748689	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/09-front-headlock.md	backfilled from initial draft
38F4FF9C-B644-4C3C-A3FA-9FB73AA5E54E	2026-04-03	2026-04-09	nogi	positions/08-back-control.md,positions/09-front-headlock.md	backfilled from initial draft
A42B7796-653A-4DEA-819E-876392666DF1	2026-04-03	2026-04-09	nogi	positions/01-foundations.md,positions/03-half-guard-bottom.md,positions/04-half-guard-top.md,positions/04-half-guard-top.md	backfilled from initial draft
8529390C-B81D-42F6-8312-487763323735	2026-04-03	2026-04-09	nogi	positions/04-half-guard-top.md,positions/07-mount.md,positions/08-back-control.md,positions/09-front-headlock.md	backfilled from initial draft
B4B29CA1-55C3-4622-98A4-59112132C4BB	2026-04-13	2026-08-27	nogi	positions/01-foundations.md,positions/02-closed-guard.md,chains/09-arm-drag.md	arm drag: two-on-one, posture, back take, pendulum, arm lock, clamp sweep, key lock
8513988B-1E4F-45BD-B1B5-64E7C57C8E78	2026-04-24	2026-08-27	nogi	positions/02-closed-guard.md,chains/09-arm-drag.md	follow-up: clamp sweep detail, pull-through back take (merged with parent)
FBE2272C-AE11-49DE-AA33-D68BE5F99B97	2026-04-27	2026-08-27	nogi	positions/01-foundations.md,positions/05-open-guards.md,positions/04-half-guard-top.md	give-to-get: giving the underhook butterfly pass; staple-pass rock-over counter
EBFA2129-4599-4924-9B64-F72DFC502C71	2026-05-01	2026-08-27	nogi	positions/06-side-control.md,chains/10-carving-system.md,submissions.md,position-map.md	carving system: transition, carve, armlock, kimura, gift wrap, heart choke, N-S chokes, hidden armlock
CA19D0D0-8819-4065-B3EC-0A5D837D5152	2026-05-01	2026-08-27	nogi	-	follow-up: N-S chokes + hidden armlock; already merged into parent enhanced text
4993D4BC-7C5A-4053-A1F0-3A635C9B8959	2026-05-04	2026-08-27	nogi	-	correction: arm-in choke -> heart choke; already reflected
2D6544D7-5095-405E-A94D-8A0B8325B615	2026-05-15	2026-08-27	nogi	positions/05-open-guards.md,positions/03-half-guard-bottom.md,positions/02-closed-guard.md	RDLR hook tension and explosive swivel; frame vs reach-over knee slice; triangle hip detail; reflections skipped
608279B2-C703-490B-90E2-7CE08715F548	2026-06-19	2026-08-27	nogi	positions/06-side-control.md	side control: near-arm pin, swim under bicep, far-arm scoop, premature hip drop, plan A/B
655A9516-FEDF-492A-8DA0-95132EBAD21B	2026-08-24	2026-08-27	nogi	positions/02-closed-guard.md,chains/04-closed-guard-attack.md,position-map.md	hip bump review: swim-under setup, kimura finish, guillotine when they wrap the waist, head-wrap triangle
2026-08-27-1-butterfly-hook-half-guard	2026-08-27	2026-08-27	nogi	positions/03-half-guard-bottom.md,chains/11-octopus-guard.md,position-map.md	butterfly hook from half guard: kick through, elevate + hip switch to back, figure-four legs (pasted, date unknown)
2026-08-27-2-octopus-guard	2026-08-27	2026-08-27	nogi	positions/03-half-guard-bottom.md,chains/11-octopus-guard.md,position-map.md	octopus guard entry + armpit grip, leg-over flip, ankle shelf roll; staple defense shin wrap + leg tweak wrestle-up (pasted, date unknown)
2026-08-27-3-front-headlock-step-over	2026-08-27	2026-08-27	nogi	positions/09-front-headlock.md,chains/12-front-headlock.md,submissions.md,position-map.md	front headlock: step-over / Peruvian necktie threat to win the arm, arm-in guillotine, back take when they turn away (pasted, date unknown)
